,Lot Shape,Land Contour,Lot Config,Neighborhood,Bldg Type,Year Built,Year Remod/Add,Exter Qual,Exter Cond,Overall Qual,Overall Cond,Gr Liv Area,Kitchen Qual,Garage Area,Garage Qual,Garage Cond,Sale Type,SalePrice
1265,IR1,Lvl,Inside,NAmes,1Fam,1961,1961,TA,TA,6,5,1254,TA,525.0,TA,TA,WD ,158500
1266,Reg,Lvl,Corner,CollgCr,1Fam,2002,2002,Gd,TA,8,5,1989,Gd,586.0,TA,TA,WD ,255000
1267,IR1,Lvl,CulDSac,Crawfor,1Fam,1956,1956,TA,TA,5,5,1898,TA,484.0,TA,TA,WD ,236500
1268,Reg,Lvl,Inside,NAmes,1Fam,1966,1966,TA,TA,5,6,988,TA,360.0,TA,TA,WD ,129250
1269,IR1,Lvl,Inside,Crawfor,1Fam,1959,1997,TA,TA,7,8,1801,TA,484.0,TA,TA,WD ,289000
1270,Reg,Lvl,Inside,Mitchel,Duplex,1976,1976,TA,TA,5,4,1872,TA,484.0,TA,TA,WD ,100000
1271,Reg,Lvl,Inside,CollgCr,1Fam,2001,2001,Gd,TA,8,5,2439,Gd,560.0,TA,TA,WD ,275000
1272,IR1,Lvl,Inside,CollgCr,1Fam,1999,2000,Gd,TA,8,5,1764,Gd,560.0,TA,TA,WD ,207000
1273,Reg,Lvl,Corner,NAmes,1Fam,1965,1998,TA,TA,5,8,1200,Gd,884.0,TA,TA,WD ,146000
1274,Reg,Lvl,Inside,BrDale,Twnhs,1972,1972,TA,TA,6,7,1030,TA,264.0,TA,TA,WD ,116000
1275,Reg,Lvl,Inside,CollgCr,1Fam,1997,1998,TA,TA,7,5,2034,Gd,645.0,TA,TA,WD ,219500
1276,Reg,Lvl,Inside,NridgHt,TwnhsE,2003,2003,Gd,TA,7,5,1405,Gd,478.0,TA,TA,WD ,173000
1277,Reg,Lvl,Inside,Edwards,1Fam,1956,1956,TA,TA,4,6,1229,TA,284.0,TA,TA,WD ,135000
1278,Reg,Lvl,Inside,CollgCr,1Fam,2003,2003,Gd,TA,7,5,1932,Gd,610.0,TA,TA,WD ,213000
1279,Reg,Lvl,Inside,Sawyer,1Fam,1954,1995,TA,TA,6,5,1299,Gd,494.0,TA,TA,WD ,150000
1280,Reg,Lvl,Inside,Blmngtn,TwnhsE,2006,2007,Gd,TA,7,5,1402,Gd,648.0,TA,TA,New,194201
1281,Reg,Lvl,Inside,Blmngtn,TwnhsE,2005,2006,Gd,TA,7,5,1504,Gd,457.0,TA,TA,WD ,181000
1282,Reg,Lvl,Inside,NAmes,1Fam,1958,1958,TA,TA,6,6,1442,TA,301.0,TA,TA,COD,157900
1283,IR1,Lvl,Corner,CollgCr,1Fam,1999,2000,Gd,TA,7,5,1779,Gd,586.0,TA,TA,WD ,217000
1284,Reg,Lvl,Inside,Somerst,1Fam,2005,2006,Gd,TA,8,5,1953,Gd,1043.0,TA,TA,WD ,252000
1285,Reg,Lvl,Inside,CollgCr,1Fam,2002,2002,Gd,TA,7,5,1909,Gd,529.0,TA,TA,WD ,197000
1286,IR1,Lvl,Inside,Gilbert,1Fam,2004,2005,Gd,TA,7,5,1630,Gd,436.0,TA,TA,WD ,189500
1287,Reg,Lvl,Inside,Edwards,1Fam,1918,1950,TA,TA,5,7,1250,Fa,280.0,TA,TA,WD ,116000
1288,Reg,Lvl,Inside,NWAmes,1Fam,1963,1963,TA,TA,6,5,1328,TA,528.0,TA,TA,WD ,143000
1289,Reg,Lvl,Inside,NAmes,1Fam,1950,1950,TA,TA,5,7,988,TA,276.0,TA,TA,WD ,119000
1290,Reg,Lvl,Inside,NAmes,1Fam,1954,1954,TA,TA,6,5,1278,TA,240.0,TA,TA,WD ,127500
1291,Reg,Lvl,Inside,Somerst,1Fam,2005,2005,Gd,TA,6,5,1716,Gd,615.0,TA,TA,WD ,200825
1292,Reg,Lvl,Inside,Edwards,1Fam,1922,1955,TA,TA,2,3,498,TA,216.0,Fa,Fa,ConLD,35000
1293,IR1,Lvl,Corner,NWAmes,1Fam,1978,1978,Gd,TA,7,7,2840,Gd,1314.0,TA,Gd,WD ,292500
1294,Reg,Lvl,Inside,BrDale,Twnhs,1970,1970,TA,TA,6,6,987,TA,280.0,TA,TA,WD ,106000
1295,Reg,Lvl,Corner,Sawyer,1Fam,1927,1950,TA,TA,4,4,756,TA,440.0,TA,TA,WD ,85000
1296,Reg,Lvl,Corner,NridgHt,1Fam,2002,2003,Gd,TA,8,5,1712,Gd,701.0,TA,TA,WD ,286500
1297,Reg,Lvl,Inside,NPkVill,TwnhsE,1977,1977,TA,TA,6,5,1069,TA,440.0,TA,TA,WD ,127500
1298,Reg,Lvl,Inside,Somerst,1Fam,2006,2007,Gd,TA,7,5,1335,Gd,575.0,TA,TA,New,210400
1299,IR1,Lvl,Inside,NridgHt,TwnhsE,2003,2004,Ex,TA,8,5,1518,Ex,588.0,TA,TA,WD ,274000
1300,IR1,HLS,Corner,Timber,1Fam,2007,2007,Gd,TA,8,5,1780,Gd,612.0,TA,TA,New,264966
1301,Reg,Lvl,Corner,IDOTRR,1Fam,1910,1950,Fa,Fa,4,1,1484,TA,264.0,TA,Fa,COD,50000
1302,Reg,Lvl,Inside,OldTown,1Fam,1915,1950,TA,Gd,5,6,1652,TA,416.0,TA,TA,WD ,139000
1303,IR1,Bnk,Inside,Veenker,1Fam,1990,1990,Gd,TA,7,5,2503,Gd,564.0,TA,TA,WD ,300000
1304,Reg,Lvl,Inside,NAmes,1Fam,1972,1995,Gd,TA,8,7,2704,Ex,538.0,TA,TA,WD ,345000
1305,Reg,Lvl,Inside,CollgCr,1Fam,1994,1995,Gd,TA,8,5,1592,Gd,484.0,TA,TA,WD ,228000
1306,IR1,Lvl,Corner,Gilbert,1Fam,2003,2003,Gd,TA,7,5,1394,Gd,400.0,TA,TA,WD ,165500
1307,Reg,Lvl,Inside,OldTown,1Fam,1925,1950,TA,TA,4,4,1328,TA,210.0,TA,TA,WD ,107000
1308,Reg,Lvl,Inside,StoneBr,TwnhsE,2001,2002,Gd,TA,8,5,1593,Ex,682.0,TA,TA,WD ,286000
1309,Reg,Lvl,Inside,IDOTRR,1Fam,1920,1950,TA,TA,4,5,720,TA,0.0,,,WD ,34900
1310,IR1,Lvl,Inside,NAmes,1Fam,1964,1964,TA,TA,5,5,912,TA,288.0,TA,TA,WD ,115000
1311,Reg,Lvl,Inside,Blmngtn,TwnhsE,2003,2003,Gd,TA,8,5,1456,Gd,400.0,TA,TA,WD ,215000
1312,Reg,Lvl,Inside,OldTown,1Fam,1915,1994,TA,Gd,7,8,1944,TA,216.0,TA,TA,WD ,179900
1313,IR1,Lvl,Corner,StoneBr,TwnhsE,1985,1985,Gd,TA,8,5,1502,Gd,528.0,TA,TA,WD ,212000
1314,IR1,HLS,CulDSac,Gilbert,1Fam,2005,2005,Gd,TA,8,5,2064,Gd,527.0,TA,TA,WD ,250000
1315,Reg,Lvl,Inside,BrkSide,1Fam,1928,1950,TA,TA,5,6,1576,TA,225.0,TA,TA,WD ,149000
1316,Reg,Lvl,Inside,Gilbert,1Fam,1995,1996,TA,TA,6,5,1658,TA,431.0,TA,TA,WD ,188000
1317,Reg,Lvl,Inside,OldTown,1Fam,1930,2001,TA,Gd,3,8,713,Gd,371.0,Fa,Fa,WD ,99800
1318,Reg,Bnk,Inside,OldTown,1Fam,1890,1998,TA,Gd,7,8,2554,TA,704.0,TA,TA,WD ,159500
1319,IR1,Lvl,Inside,Gilbert,1Fam,2004,2004,Gd,TA,7,5,1374,Gd,400.0,TA,TA,WD ,184500
1320,IR1,Lvl,Inside,CollgCr,1Fam,2007,2007,Gd,TA,8,5,2574,Ex,868.0,TA,TA,New,276000
1321,Reg,Lvl,Corner,NPkVill,TwnhsE,1976,1976,TA,TA,6,6,1548,Gd,440.0,TA,TA,WD ,155000
1322,IR1,Lvl,Inside,Mitchel,1Fam,1969,2000,TA,TA,5,5,1404,TA,504.0,TA,TA,WD ,160000
1323,Reg,Lvl,Inside,NAmes,1Fam,1964,1964,TA,TA,5,6,1440,TA,480.0,TA,TA,WD ,157500
1324,Reg,Lvl,Inside,Mitchel,1Fam,1994,1995,Gd,Gd,8,5,1803,Gd,482.0,TA,TA,WD ,285000
1325,Reg,Lvl,Inside,Edwards,Duplex,1900,2003,TA,TA,5,7,2200,TA,0.0,,,WD ,145900
1326,IR1,Lvl,Corner,SawyerW,1Fam,1996,1996,Gd,TA,7,5,2037,Gd,472.0,TA,TA,WD ,229000
1327,IR1,Lvl,FR3,BrkSide,1Fam,1946,1950,TA,TA,4,7,896,TA,280.0,TA,TA,ConLD,79000
1328,Reg,Lvl,Corner,OldTown,1Fam,1925,1993,TA,TA,4,7,1281,TA,580.0,TA,TA,WD ,128500
1329,IR1,Lvl,Inside,NoRidge,1Fam,1998,1998,Gd,TA,8,5,1976,Gd,885.0,TA,TA,WD ,286000
1330,IR1,Lvl,Corner,Gilbert,1Fam,1997,1997,TA,TA,6,5,1608,TA,470.0,TA,TA,WD ,189500
1331,Reg,Lvl,Inside,NAmes,1Fam,1953,1953,TA,TA,5,5,1210,TA,616.0,TA,TA,ConLD,102900
1332,Reg,Lvl,Corner,BrkSide,1Fam,1950,1997,TA,Gd,5,6,1612,TA,363.0,TA,TA,WD ,128500
1333,IR1,Lvl,Inside,NAmes,1Fam,1953,2004,TA,TA,5,6,1728,TA,371.0,TA,TA,WD ,156000
1334,IR1,Lvl,Inside,Timber,1Fam,2005,2006,Gd,TA,8,5,2482,Gd,642.0,TA,TA,WD ,281213
1335,IR2,HLS,Inside,NAmes,1Fam,1960,2007,TA,TA,7,7,2069,Gd,505.0,TA,TA,WD ,242000
1336,IR1,Lvl,Inside,NAmes,1Fam,1960,1960,TA,TA,6,5,1478,TA,498.0,TA,TA,WD ,157500
1337,Reg,Lvl,Inside,Edwards,1Fam,2003,2004,Gd,TA,7,5,1724,Gd,616.0,TA,TA,WD ,196500
1338,IR1,Lvl,CulDSac,CollgCr,1Fam,1998,1998,TA,TA,7,5,1425,TA,591.0,TA,TA,WD ,193000
1339,Reg,Lvl,Inside,BrkSide,1Fam,1939,1952,TA,Gd,5,8,1322,TA,280.0,TA,TA,WD ,132000
1340,Reg,Lvl,Inside,OldTown,1Fam,1900,1970,TA,TA,7,7,1428,TA,576.0,TA,TA,WD ,139900
1341,Reg,Lvl,Inside,NAmes,1Fam,1959,1959,TA,TA,6,6,1194,TA,312.0,TA,TA,WD ,148000
1342,Reg,Lvl,Inside,NridgHt,1Fam,2007,2007,Gd,TA,8,5,1818,Ex,774.0,TA,TA,New,281500
1343,IR1,Lvl,Inside,NridgHt,1Fam,2004,2004,Gd,TA,8,5,2956,Ex,916.0,TA,TA,WD ,342000
1344,Reg,Lvl,Corner,Mitchel,1Fam,1975,1975,TA,TA,6,6,1210,TA,528.0,TA,TA,WD ,148000
1345,Reg,Lvl,Corner,Sawyer,1Fam,1972,1972,TA,Gd,5,4,1641,TA,490.0,TA,TA,WD ,140000
1346,Reg,Lvl,Inside,NAmes,1Fam,1958,1991,TA,TA,5,7,1053,Ex,750.0,TA,TA,WD ,150000
1347,IR1,Lvl,CulDSac,NoRidge,1Fam,1996,1997,Gd,TA,7,5,2125,Gd,576.0,TA,TA,WD ,279500
1348,Reg,Lvl,Inside,Edwards,TwnhsE,2005,2005,TA,TA,6,5,1072,Gd,525.0,TA,TA,WD ,140000
1349,Reg,Lvl,Inside,Mitchel,Duplex,1978,1978,TA,TA,6,5,1664,TA,616.0,TA,TA,WD ,145000
1350,IR1,Lvl,FR2,NAmes,TwnhsE,1999,1999,Gd,TA,7,5,1337,Gd,511.0,TA,TA,WD ,184000
1351,IR1,Lvl,Inside,Greens,Twnhs,1978,1978,Gd,TA,8,6,1226,Gd,484.0,TA,TA,WD ,206000
1352,Reg,Lvl,Inside,MeadowV,Twnhs,1972,1972,TA,TA,4,4,1092,TA,253.0,TA,TA,WD ,85500
1353,IR1,HLS,Inside,Crawfor,1Fam,1934,1995,TA,TA,6,7,1660,TA,240.0,TA,TA,WD ,188700
1354,Reg,Lvl,Inside,NWAmes,1Fam,1978,1986,TA,TA,6,6,1671,TA,484.0,TA,TA,WD ,200000
1355,IR1,Lvl,Inside,SawyerW,1Fam,1990,1991,Gd,TA,7,6,1061,Gd,462.0,TA,TA,WD ,162000
1356,Reg,Lvl,Inside,Sawyer,1Fam,1940,1997,TA,TA,5,8,672,TA,240.0,TA,TA,WD ,108000
1357,IR1,Lvl,CulDSac,NWAmes,1Fam,1975,1975,TA,TA,5,7,1621,TA,478.0,TA,TA,WD ,213000
1358,Reg,Lvl,Inside,NridgHt,1Fam,2007,2007,Gd,TA,8,5,1734,Ex,928.0,TA,TA,New,318000
1359,Reg,Lvl,Corner,OldTown,1Fam,1898,1965,TA,TA,5,5,2138,TA,360.0,Fa,Po,WD ,106000
1360,Reg,Lvl,Corner,Edwards,1Fam,1928,1950,TA,TA,6,7,2009,TA,795.0,TA,TA,WD ,235000
1361,IR1,Lvl,Inside,NAmes,1Fam,1959,1959,TA,TA,4,5,1225,TA,0.0,,,WD ,128950
1362,IR1,Lvl,Inside,NAmes,1Fam,1961,1961,TA,TA,6,5,1362,TA,504.0,TA,TA,COD,163000
1363,Reg,Lvl,Inside,Edwards,1Fam,1940,1950,TA,TA,5,6,1134,TA,240.0,TA,TA,WD ,126000
1364,Reg,Lvl,Inside,OldTown,1Fam,2003,2003,TA,TA,7,5,2082,Gd,484.0,TA,TA,WD ,200000
1365,Reg,Lvl,Inside,NAmes,1Fam,1958,1958,TA,TA,5,5,1524,TA,315.0,TA,TA,WD ,144000
1366,Reg,Lvl,Corner,NAmes,Duplex,1961,1961,TA,TA,5,4,1800,TA,0.0,,,WD ,141000
1367,IR1,Lvl,Inside,NoRidge,1Fam,1998,1999,Gd,TA,8,5,2582,Gd,758.0,TA,TA,WD ,322500
1368,IR2,Lvl,CulDSac,CollgCr,1Fam,1998,1998,TA,TA,7,5,1661,Gd,598.0,TA,TA,WD ,224900
1369,Reg,Lvl,Inside,BrkSide,1Fam,1923,2004,TA,TA,5,6,1576,Gd,528.0,TA,TA,WD ,223500
1370,IR1,Lvl,Corner,Edwards,1Fam,1956,1956,TA,TA,4,3,960,TA,288.0,TA,TA,COD,112000
1371,IR1,Lvl,Inside,Gilbert,1Fam,1997,1998,TA,TA,6,5,1604,TA,470.0,TA,TA,WD ,187500
1372,IR1,Low,Inside,Edwards,1Fam,1922,1950,Fa,Fa,1,1,904,Fa,0.0,,,WD ,61000
1373,Reg,Lvl,Corner,Edwards,1Fam,1920,2000,TA,TA,6,8,1196,Gd,528.0,TA,TA,ConLI,110000
1374,IR1,Lvl,Inside,BrkSide,1Fam,1935,2003,Gd,TA,3,6,729,TA,0.0,,,WD ,52000
1375,IR1,Lvl,Inside,NridgHt,TwnhsE,2005,2006,Gd,TA,6,5,1362,Gd,460.0,TA,TA,WD ,207000
1376,Reg,Bnk,Inside,SWISU,1Fam,1911,1950,TA,TA,5,6,1964,TA,0.0,,,WD ,130000
1377,Reg,Lvl,Inside,Sawyer,Duplex,1967,1967,TA,TA,4,5,1296,TA,516.0,TA,TA,WD ,90000
1378,Reg,Lvl,Inside,Mitchel,1Fam,1992,1992,TA,TA,5,5,1287,TA,440.0,TA,TA,WD ,130000
1379,IR1,Lvl,Inside,BrkSide,1Fam,1908,1991,TA,TA,5,8,1252,TA,576.0,TA,TA,WD ,127000
1380,IR1,Lvl,Corner,Somerst,1Fam,2006,2006,Ex,TA,9,5,1905,Ex,788.0,TA,TA,WD ,320000
1381,Reg,Lvl,Inside,OldTown,1Fam,1920,1950,TA,TA,5,6,1130,TA,720.0,TA,TA,WD ,120000
1382,Reg,Lvl,Inside,SawyerW,1Fam,2004,2004,Gd,TA,7,5,1659,Gd,484.0,TA,TA,WD ,181000
1383,Reg,Bnk,Inside,Edwards,1Fam,1954,1954,TA,TA,4,5,894,TA,400.0,TA,TA,WD ,110000
1384,Reg,Lvl,Corner,OldTown,2fmCon,1920,1950,Fa,TA,4,6,1701,Fa,0.0,,,WD ,94550
1385,IR1,Bnk,Inside,BrkSide,1Fam,1923,1958,TA,TA,4,7,869,Fa,0.0,,,WD ,85500
1386,Reg,Lvl,Inside,Mitchel,1Fam,1977,1977,TA,TA,5,5,1008,Gd,678.0,TA,TA,WD ,153500
1387,IR1,Lvl,CulDSac,Edwards,1Fam,1955,1955,TA,TA,3,5,1733,TA,452.0,TA,TA,WD ,139600
1388,Reg,Lvl,Inside,NAmes,1Fam,1967,1967,TA,TA,5,5,1568,TA,440.0,TA,TA,COD,143000
1389,IR1,Lvl,CulDSac,NoRidge,1Fam,1995,1996,Gd,TA,8,5,3238,Gd,666.0,TA,TA,WD ,410000
1390,Reg,Lvl,Inside,CollgCr,1Fam,1998,1998,TA,TA,6,5,1772,TA,492.0,TA,TA,WD ,200000
1391,Reg,Lvl,Inside,NAmes,1Fam,1967,1967,TA,TA,5,6,864,TA,312.0,TA,TA,WD ,130000
1392,Reg,Bnk,Inside,Edwards,1Fam,1946,1950,TA,TA,6,7,1639,Gd,240.0,TA,TA,WD ,154400
1393,IR1,Lvl,Inside,NWAmes,1Fam,1976,1996,Ex,Gd,8,9,2715,Gd,831.0,TA,TA,WD ,299800
1394,Reg,Lvl,Inside,Edwards,1Fam,1934,1950,TA,TA,5,3,1112,TA,226.0,Po,Po,WD ,63000
1395,Reg,Bnk,Inside,OldTown,1Fam,1957,1957,TA,TA,5,7,1347,Gd,551.0,TA,TA,WD ,143000
1396,IR1,Lvl,CulDSac,NAmes,1Fam,1961,1961,TA,Gd,5,7,964,TA,784.0,TA,TA,WD ,137500
1397,IR1,Lvl,Corner,NWAmes,1Fam,1977,1995,TA,Gd,6,7,2872,TA,619.0,TA,TA,WD ,272000
1398,IR1,Lvl,Inside,Gilbert,1Fam,1992,1992,TA,TA,6,6,1167,Gd,400.0,TA,TA,WD ,173000
1399,IR1,Lvl,CulDSac,ClearCr,1Fam,1979,1979,TA,TA,7,6,1524,TA,478.0,TA,TA,WD ,245000
1400,Reg,Lvl,Inside,OldTown,Duplex,1980,1980,TA,TA,5,5,936,TA,672.0,TA,TA,WD ,140000
1401,Reg,Lvl,Inside,CollgCr,1Fam,2007,2007,Gd,TA,7,5,2696,Ex,792.0,TA,TA,New,383970
1402,IR1,Lvl,Inside,Edwards,1Fam,1954,1968,TA,TA,4,4,1482,TA,609.0,TA,TA,WD ,125000
1403,Reg,Lvl,Corner,CollgCr,1Fam,1972,2007,TA,TA,5,7,768,TA,396.0,TA,TA,WD ,133000
1404,Reg,Lvl,Inside,Somerst,1Fam,2008,2009,Gd,TA,8,5,1468,Gd,898.0,TA,TA,New,244600
1405,IR1,Lvl,Corner,NAmes,1Fam,1968,1968,TA,TA,5,6,1044,TA,372.0,TA,TA,WD ,139000
1406,Reg,Lvl,Inside,NAmes,1Fam,1953,1953,TA,TA,5,5,1036,TA,312.0,TA,TA,WD ,112900
1407,Reg,Lvl,Inside,OldTown,1Fam,1910,2003,TA,TA,5,5,1360,TA,330.0,Fa,TA,WD ,111000
1408,IR1,Lvl,Corner,NAmes,1Fam,1957,1957,TA,TA,6,5,1392,TA,458.0,TA,TA,WD ,166000
1409,IR1,Lvl,Inside,Somerst,1Fam,1997,1998,Gd,TA,7,5,1950,Gd,576.0,TA,TA,WD ,239000
1410,IR1,Lvl,Corner,Mitchel,Duplex,1997,1998,TA,Gd,7,5,1344,TA,784.0,TA,TA,WD ,209200
1411,IR1,Lvl,Inside,NWAmes,1Fam,1971,1971,TA,TA,5,6,1484,TA,487.0,TA,TA,WD ,175000
1412,IR1,Lvl,Corner,NridgHt,1Fam,2003,2004,Gd,TA,7,5,1760,Gd,583.0,TA,TA,WD ,269500
1413,IR1,Lvl,FR2,Gilbert,1Fam,1999,2000,Gd,TA,7,5,2322,TA,400.0,TA,TA,WD ,225000
1414,IR1,Low,CulDSac,StoneBr,1Fam,1985,1985,Gd,TA,8,5,1742,Gd,564.0,TA,TA,WD ,275000
1415,Reg,Lvl,Inside,NAmes,1Fam,1941,1950,TA,TA,5,5,1376,TA,240.0,TA,TA,WD ,105000
1416,Reg,Lvl,Inside,NAmes,1Fam,1966,1966,TA,TA,5,5,1086,TA,484.0,TA,TA,WD ,159950
1417,Reg,Lvl,Inside,OldTown,1Fam,1916,1987,TA,TA,5,7,1656,TA,180.0,Fa,Fa,WD ,135000
1418,Reg,Lvl,Corner,NridgHt,1Fam,2007,2007,Gd,TA,8,5,2122,Gd,938.0,TA,TA,New,345474
1419,Reg,Lvl,Inside,SWISU,1Fam,1926,1950,TA,Fa,5,5,1522,TA,0.0,,,WD ,102000
1420,IR1,Bnk,Corner,Crawfor,1Fam,1971,1971,TA,TA,7,5,1696,TA,625.0,TA,TA,WD ,198000
1421,Reg,Lvl,Inside,Somerst,1Fam,2007,2008,Gd,TA,8,5,2078,Ex,836.0,TA,TA,New,339750
1422,Reg,Lvl,Inside,OldTown,1Fam,1936,1989,TA,TA,5,8,1466,Gd,566.0,TA,TA,WD ,170000
1423,Reg,Lvl,Inside,NAmes,1Fam,1951,1951,TA,TA,5,7,876,TA,576.0,TA,TA,WD ,94000
1424,IR1,Lvl,Inside,CollgCr,1Fam,2006,2006,Gd,TA,7,5,1737,Gd,578.0,TA,TA,New,203160
1425,Reg,Lvl,Inside,Somerst,1Fam,2006,2007,Gd,TA,7,5,1662,Ex,711.0,TA,TA,WD ,291000
1426,IR1,Lvl,Inside,Gilbert,1Fam,2002,2002,Gd,TA,6,5,2267,Gd,390.0,TA,TA,ConLI,200000
1427,IR1,Lvl,Inside,NAmes,Duplex,1967,1967,TA,TA,5,5,1584,TA,506.0,TA,TA,WD ,119000
1428,Reg,Low,Inside,BrkSide,1Fam,1946,1950,Fa,Fa,1,3,334,Fa,0.0,,,WD ,39300
1429,Reg,Lvl,Inside,IDOTRR,1Fam,1922,1950,TA,TA,4,4,796,TA,0.0,,,WD ,55000
1430,Reg,Lvl,Inside,Somerst,1Fam,2002,2002,Gd,TA,7,5,1812,TA,469.0,TA,TA,WD ,205000
1431,Reg,Lvl,Inside,BrDale,Twnhs,1972,1972,TA,TA,6,5,1092,TA,264.0,TA,TA,WD ,108000
1432,Reg,Low,Inside,Mitchel,Duplex,1967,1967,TA,TA,5,4,1632,TA,576.0,TA,TA,WD ,143000
1433,Reg,Lvl,Corner,SWISU,1Fam,1920,1970,TA,TA,7,3,3082,TA,672.0,TA,TA,WD ,197000
1434,Reg,Lvl,Inside,Somerst,1Fam,2007,2007,Gd,TA,7,6,1665,Gd,562.0,TA,TA,WD ,205950
1435,Reg,Lvl,Inside,NWAmes,1Fam,1968,1968,Gd,TA,6,6,1743,TA,539.0,TA,TA,WD ,175000
1436,IR1,Lvl,Inside,Somerst,1Fam,2003,2004,Gd,TA,8,5,2048,Gd,552.0,TA,TA,WD ,301000
1437,IR1,Lvl,Inside,NridgHt,Twnhs,2007,2008,Gd,TA,7,5,1314,Gd,626.0,TA,TA,WD ,230000
1438,IR1,Lvl,Corner,NridgHt,TwnhsE,2003,2003,Gd,TA,7,5,1405,Gd,478.0,TA,TA,WD ,171750
1439,Reg,Lvl,Inside,OldTown,1Fam,1920,2006,Gd,TA,7,6,1027,Gd,0.0,,,WD ,120000
1440,Reg,Lvl,Inside,BrkSide,1Fam,1930,1984,TA,Gd,5,7,1324,Gd,180.0,Fa,TA,WD ,110000
1441,Reg,Lvl,Inside,Edwards,1Fam,1950,1987,TA,TA,6,7,1074,Gd,467.0,TA,TA,WD ,144500
1442,Reg,Lvl,Inside,NAmes,1Fam,1970,1990,TA,TA,5,6,1422,TA,576.0,TA,TA,WD ,155000
1443,Reg,Lvl,Corner,OldTown,1Fam,1923,1950,TA,TA,6,5,1200,TA,312.0,Fa,Fa,WD ,125000
1444,Reg,Lvl,Corner,OldTown,1Fam,1910,2008,Gd,Gd,7,9,1690,Gd,624.0,TA,TA,WD ,156500
1445,IR1,Lvl,Corner,Sawyer,1Fam,1977,1995,TA,TA,6,7,1212,TA,492.0,TA,TA,WD ,151000
1446,IR1,Lvl,Corner,NAmes,1Fam,1957,1957,TA,TA,6,6,1105,TA,308.0,TA,TA,WD ,135000
1447,Reg,Lvl,Inside,MeadowV,TwnhsE,1972,1972,TA,TA,4,4,1092,TA,253.0,TA,Fa,WD ,79400
1448,IR1,Lvl,Inside,NridgHt,TwnhsE,2005,2005,Gd,TA,6,5,1358,Gd,484.0,TA,TA,WD ,213000
1449,Reg,Lvl,Inside,Timber,1Fam,2002,2002,Gd,TA,8,5,1908,Gd,431.0,TA,TA,WD ,202900
1450,IR1,Lvl,CulDSac,CollgCr,1Fam,1998,1998,TA,TA,6,5,1796,TA,546.0,TA,TA,WD ,211000
1451,Reg,Lvl,Corner,NAmes,Duplex,1961,1961,TA,TA,5,5,1800,TA,0.0,,,WD ,130000
1452,Reg,Lvl,Inside,SWISU,1Fam,1925,1990,TA,TA,6,6,1608,Gd,216.0,Fa,TA,WD ,137450
1453,IR1,Lvl,Corner,Sawyer,1Fam,1976,1993,TA,TA,4,4,1620,TA,490.0,TA,TA,WD ,150000
1454,Reg,Lvl,Inside,Edwards,1Fam,1941,1950,TA,TA,5,6,1111,TA,200.0,TA,Fa,ConLw,95000
1455,Reg,Lvl,Inside,Somerst,Twnhs,1999,1999,TA,TA,7,5,1501,TA,440.0,TA,TA,WD ,179400
1456,Reg,Lvl,Corner,Somerst,1Fam,2007,2007,Gd,TA,5,5,1588,Gd,561.0,TA,TA,New,212109
1457,Reg,Lvl,Inside,NAmes,1Fam,1961,1961,TA,TA,5,3,1235,TA,480.0,TA,TA,WD ,98600
1458,IR1,Lvl,Corner,Edwards,1Fam,1948,2005,TA,Gd,5,7,1325,Gd,576.0,TA,TA,WD ,216000
1459,Reg,Lvl,Corner,NoRidge,1Fam,2000,2000,Gd,TA,8,5,2234,Gd,768.0,TA,TA,WD ,300000
1460,Reg,Lvl,Inside,ClearCr,1Fam,1996,1997,Gd,TA,7,5,2260,Gd,533.0,TA,TA,WD ,328000
1461,Reg,Lvl,FR2,NAmes,1Fam,1971,2005,TA,TA,5,7,1109,TA,288.0,TA,TA,WD ,139000
1462,Reg,Low,Inside,ClearCr,1Fam,1963,1963,TA,TA,5,6,1000,TA,575.0,TA,TA,WD ,164000
1463,Reg,Lvl,Inside,Blueste,Twnhs,1980,1980,TA,Gd,6,6,1045,TA,462.0,TA,TA,WD ,123900
1464,IR1,Lvl,Inside,BrkSide,1Fam,1958,2008,TA,Gd,5,7,858,TA,0.0,,,WD ,116500
1465,IR2,Lvl,FR2,NAmes,TwnhsE,1997,1998,Gd,TA,6,5,1337,Gd,522.0,TA,TA,WD ,177000
1466,Reg,Lvl,Inside,IDOTRR,2fmCon,1958,1958,TA,TA,4,6,1315,TA,436.0,TA,TA,COD,99500
1467,IR1,Lvl,Inside,Gilbert,1Fam,2006,2006,Gd,TA,6,5,1326,Gd,427.0,TA,TA,New,174190
1468,Reg,Lvl,Inside,Somerst,TwnhsE,2005,2005,TA,TA,7,5,1200,Gd,480.0,TA,TA,WD ,151000
1469,Reg,Lvl,Inside,CollgCr,TwnhsE,2003,2003,Gd,TA,6,5,848,Gd,420.0,TA,TA,WD ,143750
1470,IR1,Lvl,Inside,Mitchel,1Fam,1972,1972,TA,TA,5,8,796,TA,336.0,TA,TA,WD ,131900
1471,IR1,Lvl,Corner,Mitchel,1Fam,1977,1977,TA,TA,5,7,1432,TA,531.0,TA,TA,WD ,157000
1472,Reg,Lvl,Inside,IDOTRR,1Fam,1920,1997,TA,Gd,5,7,1344,TA,468.0,TA,Fa,WD ,147000
1473,IR1,Lvl,Inside,Gilbert,1Fam,2004,2005,Gd,TA,7,5,1432,Gd,432.0,TA,TA,WD ,188500
